Species,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d
Placosoma_cordylinum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA
Placosoma_glabellum,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31,NA
Potamites_apodemus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA
Potamites_cochranae,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66,2.15,5,NA,7.9,NA
Potamites_ecpleopus,NA,2,2,5.235,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,4.77,5.7,4.77,NA,NA,NA,6.059,NA,5.799,2.125,5,NA,8.4,NA
Potamites_juruazensis,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,4.16,NA,NA,NA,NA,NA,5.39,NA
Potamites_ocellatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA
Potamites_strangulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA
Procellosaurinus_erythrocercus,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,2.781,NA,NA,NA,NA,NA,3.03,NA
Procellosaurinus_tetradactylus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA
Proctoporus_bolivianus,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.57,NA
Proctoporus_cephalolineatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08,NA
Proctoporus_guentheri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA
Proctoporus_pachyurus,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA
Proctoporus_sucullucu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77,NA
Proctoporus_unsaacae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63,NA
Proctoporus_xestus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA
Psilophthalmus_paeminosus,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,3.173,NA,NA,NA,NA,NA,3.27,NA
Ptychoglossus_bicolor,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA
Ptychoglossus_brevifrontalis,NA,2,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,4.811,NA,NA,NA,NA,NA,6.8,NA
Ptychoglossus_danieli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA
Ptychoglossus_eurylepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA
Ptychoglossus_festae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA
Ptychoglossus_gorgonae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA
Ptychoglossus_grandisquamatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA
Ptychoglossus_kugleri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA
Ptychoglossus_myersi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA
Ptychoglossus_nicefori,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA
Ptychoglossus_plicatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA
Ptychoglossus_romaleos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA
Ptychoglossus_stenolepis,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA
Ptychoglossus_vallensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA
Rhachisaurus_brachylepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA
Riama_achlyens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA
Riama_anatoloros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA
Riama_balneator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
Riama_cashcaensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA
Riama_colomaromani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA
Riama_columbiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA
Riama_hyposticta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA
Riama_inanis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,NA
Riama_labionis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
Riama_laevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA
Riama_laudahnae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA
Riama_luctuosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA
Riama_meleagris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
Riama_oculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA
Riama_orcesi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA
Riama_petrorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA
Riama_raneyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA
Riama_rhodogaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.73,NA
Riama_shrevei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA
Riama_simotera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA
Riama_stigmatoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA
Riama_striata,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,6.085,NA,NA,NA,NA,NA,6.62,NA
Riama_unicolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA
Riama_vespertina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
Riama_vieta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA
Riolama_leucosticta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA
Riolama_luridiventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.89,NA
Riolama_uzzelli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.76,NA
Stenolepis_ridleyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA
Teuchocercus_keyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
Tretioscincus_agilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA
Tretioscincus_bifasciatus,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5.8,NA,NA,NA,NA,NA,5.8,NA
Tretioscincus_oriximinensis,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,5.15,NA,NA,NA,NA,NA,5.2,NA
Vanzosaura_rubricauda,NA,2,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,3.162,NA,NA,NA,NA,NA,4.5,NA
Heloderma_horridum,NA,7.9,1,1244.15,34.4,NA,NA,30,NA,NA,170,NA,25.05,NA,NA,1054.755,NA,1021.21,NA,NA,NA,36.559,NA,36.733,13.8,NA,NA,47,NA
Heloderma_suspectum,NA,5.3,1,553.41,28.9,NA,NA,45.39,NA,36.8,240,NA,20,NA,2,555.52,NA,553.41,NA,NA,NA,29.5015,NA,30.268,13.65,NA,NA,36,1095.75
Cerberus_australis,NA,13,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,NA,NA,NA,NA,47.7,58.7,NA,NA,NA,82,NA
Cerberus_rynchops,NA,13,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,NA,NA,NA,NA,47.7,58.7,NA,NA,NA,82,NA
Djokoiskandarus_annulata,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enhydris_bocourti,NA,NA,NA,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enhydris_enhydris,NA,NA,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enhydris_jagorii,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enhydris_plumbea,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erpeton_tentaculatum,NA,NA,NA,131,13.6,NA,NA,NA,NA,NA,NA,NA,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fordonia_leucobalia,NA,6,NA,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1,51.2,NA,NA,NA,48.7,NA
Gerarda_prevostiana,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heurnia_ventromaculata,NA,NA,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homalopsis_buccata,NA,NA,NA,993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myron_richardsonii,NA,6,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1,31,NA,NA,NA,24,NA
Myrrophis_chinensis,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoferania_polylepis,NA,11.6,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.6,63.5,NA,NA,NA,87,NA
Enyalioides_cofanorum,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,14,NA
Enyalioides_heterolepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,NA
Enyalioides_laticeps,NA,6,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,11.403,NA,NA,NA,NA,NA,15.7,NA
Enyalioides_microlepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA
Enyalioides_oshaughnessyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA
Enyalioides_palpebralis,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,12,NA
Enyalioides_praestabilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,NA
Hoplocercus_spinosus,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA
Morunasaurus_annularis,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,NA
Morunasaurus_groi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
Morunasaurus_peruvianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA
Amblyrhynchus_cristatus,NA,2.4,1,2227.43,6.4,NA,NA,65.875,NA,89,103.5,NA,6.4,NA,1,1412.43,NA,2227.43,42,93,NA,42.6935,NA,30.1435,11.425,25.2,NA,56,NA
Brachylophus_fasciatus,NA,4.45,1.4,170.175,15,NA,NA,18.09,NA,10,210,NA,5.9,NA,NA,178.35,162,178.35,NA,NA,NA,16.2665,NA,15.983,7.4,NA,NA,25,1461
Brachylophus_vitiensis,NA,3.5,NA,345,NA,NA,NA,NA,NA,17.6,137,NA,NA,NA,NA,345,NA,NA,NA,NA,NA,20.2,NA,NA,NA,NA,NA,22.3,NA
Conolophus_marthae,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA
Conolophus_pallidus,NA,10,1,4200,50,NA,NA,44.26,NA,NA,106.54,NA,17.1,NA,NA,2922.05,NA,1644.1,NA,NA,NA,33.375,NA,33.747,10,NA,NA,50,NA
Conolophus_subcristatus,NA,13.5,1,4728.305,50,NA,NA,42.96,NA,52.2,110,NA,15,NA,NA,2456.61,7000,2456.61,NA,NA,NA,38.9525,NA,40.115,9.9,37,NA,53,4200.375
Ctenosaura_acanthura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.94,NA
Ctenosaura_alfredschmidti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA
Ctenosaura_bakeri,NA,15,NA,399.4,13.8,NA,NA,NA,NA,NA,89,NA,13.8,NA,NA,NA,399.4,NA,NA,NA,NA,22.43,NA,NA,NA,NA,NA,31.5,NA
Ctenosaura_clarki,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
Ctenosaura_defensor,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA
Ctenosaura_flavidorsalis,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA
Ctenosaura_hemilopha,NA,NA,NA,2800,9.6,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,2800,NA,NA,NA,40,NA,NA,NA,NA,NA,40,NA
Ctenosaura_melanosterna,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA
Ctenosaura_oaxacana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA
Ctenosaura_oedirhina,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA
Ctenosaura_palearis,NA,9,1,NA,10.2,NA,NA,NA,NA,NA,91.29,NA,10.19166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,730.48
Ctenosaura_pectinata,NA,44.3,1,968,8.2,NA,NA,8.15,NA,7.46,NA,NA,8.2,NA,NA,974.6,961.4,974.6,NA,24.49,NA,29.6115,29.3,28.303,5.66,NA,NA,35.3,NA
Ctenosaura_quinquecarinata,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
Ctenosaura_similis,NA,25,1,1034,60,NA,NA,5.72,NA,NA,94.66,NA,22.4,NA,NA,956.255,1034,1261.51,19,28,NA,34.435,NA,29.235,5.4,20,NA,49,1050.135
Cyclura_carinata,2374.06,4.3,1,773.435,19.96666667,NA,NA,18.815,NA,25.95,101,NA,19.96666667,2556.68,NA,508.935,1005,541.87,31,52,NA,23.49,NA,22.865,8,19.1,NA,51,2374.125
Cyclura_collei,NA,17,1,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8,NA
Cyclura_cornuta,2191.47,12,1,16578.115,22.9,136.98,NA,51,NA,82.9,85,NA,18.35,2556.75,NA,4345.365,NA,4556.23,51,80,NA,47.352,NA,47.527,10.7,37.5,NA,64,2191.5
Cyclura_cychlura,3652.5,6.6,1,6754.63,40,NA,NA,30.78,NA,NA,80,NA,23.4,NA,NA,3129.26,10380,3129.26,NA,NA,NA,51.9535,NA,41.907,8.85,NA,NA,62,NA
Cyclura_nubila,2008.875,11.1,1,4100,69,40,NA,47.63,NA,NA,100,NA,40,2008.875,NA,1597.82,4100,1597.82,NA,NA,NA,38.12,NA,33.425,10.25,NA,NA,75,NA
Cyclura_pinguis,NA,14,1,4964.89,3.2,NA,NA,41.05,NA,NA,NA,NA,3.2,NA,NA,4204.78,5725,4204.78,NA,NA,NA,48.7585,NA,46.5435,10.5,37.65,NA,53.9,2922
Cyclura_ricordi,NA,8.6,1,1634,NA,NA,NA,30,NA,42.3,83,NA,NA,NA,NA,1459.5,NA,NA,NA,NA,NA,36.5,NA,NA,8.7,NA,NA,44,NA
Cyclura_rileyi,NA,NA,NA,683,7.1,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,683,NA,NA,NA,NA,25.4,NA,NA,NA,NA,NA,39.5,NA
Dipsosaurus_dorsalis,974.08,5.5,1,69.33,14.6,NA,NA,3.93,NA,4.22,45,NA,14.6,974.08,NA,69.58,NA,69.16,17,24,NA,11.563,NA,11.81,4.7,11,NA,15.4,2008.875
Iguana_delicatissima,NA,14,NA,3400,24.95833333,NA,NA,NA,NA,NA,83,NA,4.4,NA,NA,NA,3400,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,40,913.1
Iguana_iguana,1640,35,1,1530,19.8,NA,NA,16.175,NA,14,89,NA,12.4,1640,NA,1314.27,1530,1433.54,26,39,NA,35.4905,NA,32.226,7.6,25,NA,58,821.88
Sauromalus_ater,913.125,7.7,1,230.39,65,35,NA,6.805,NA,9,70,NA,12.15,730.5,NA,181.355,NA,230.39,15,20,NA,17.2855,NA,16.63,5.325,15,NA,21.9,2008.875
Sauromalus_hispidus,NA,22,1,811.7,17.2,NA,NA,12.665,NA,14.95,96.5,NA,17.2,NA,NA,893.2,NA,811.7,24,25,NA,27.1,24.3,26.502,6.2,NA,NA,31.7,NA
Sauromalus_klauberi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,NA
Sauromalus_slevini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,NA
Sauromalus_varius,NA,17.15,1,1422.35,11.3,NA,NA,16.41,NA,18,NA,NA,11.3,NA,NA,1122.35,NA,1422.35,28,40,NA,30.636,28.13,27.24,7.5,NA,NA,33.8,NA
Acanthodactylus_ahmaddisii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.85,NA
Acanthodactylus_arabicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.55,NA
Acanthodactylus_aureus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA
Acanthodactylus_bedriagai,NA,3.5,1.7,6.49,4,NA,NA,0.53,NA,NA,NA,NA,2.75,NA,NA,5.58,7.4,5.58,NA,NA,NA,6.071,NA,6.202,2.8,NA,NA,6.85,NA
Acanthodactylus_beershebensis,NA,5,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,9,NA,NA,NA,NA,NA,8.7,NA
